	LABEL	CF295	CF300	CF305	AT295	AT300	AT305	AZ295	AZ300	AZ305	Cr	Cb	Cg	Ca
0	CAM5-GCM	0.7076256275177002	0.7745358943939209	0.7905178070068359	214.80661010742188	216.707763671875	217.65277099609375	9.665443420410156	11.093891143798828	12.526745796203613	0.7098039215686275	0.8117647058823529	0.4196078431372549	1.0
1	CAM6-GCM	0.9936851859092712	0.9763063788414001	0.9150606393814087	214.53994750976562	214.3060760498047	215.0117950439453	9.645384788513184	11.045675277709961	12.381221771240234	0.807843137254902	0.8588235294117647	0.611764705882353	1.0
2	CNRM-CM6	0.9284564256668091	0.9573306441307068	0.9621611833572388	203.1192169189453	201.9298095703125	202.8842315673828	10.866037368774414	12.38674259185791	14.044075012207031	0.9058823529411765	0.1607843137254902	0.5411764705882353	1.0
3	GEOS-GCM	0.2960125505924225	0.3684924840927124	0.4401155412197113	215.80758666992188	232.69073486328125	212.2667694091797	9.850634574890137	9.067965507507324	13.690255165100098	0.984313725490196	0.5019607843137255	0.4470588235294118	1.0
4	UKMO-GA7.1	0.9562326073646545	0.9058274626731873	0.8801908493041992	210.57989501953125	211.98655700683594	208.49298095703125	10.928831100463867	12.035201072692871	13.795328140258789	0.4823529411764706	0.2549019607843137	0.45098039215686275	1.0
5	WRF-GCM-cps0	0.8189674019813538	0.8119350075721741	0.7709072828292847	205.2861785888672	206.93408203125	208.6165771484375	11.202991485595703	12.284591674804688	13.517395973205566	0.4196078431372549	0.43137254901960786	0.8117647058823529	1.0
6	WRF-GCM-cps1	0.8714057207107544	0.8663297295570374	0.8579451441764832	206.25454711914062	208.2311248779297	211.68865966796875	11.236661911010742	12.324972152709961	13.616026878356934	0.611764705882353	0.6196078431372549	0.8705882352941177	1.0
7	WRF-GCM-cps2	0.8020421862602234	0.7451635599136353	0.7230039238929749	208.3344268798828	211.70480346679688	214.5614776611328	11.364578247070312	12.507200241088867	13.793109893798828	0.4588235294117647	0.4196078431372549	0.6941176470588235	1.0
8	WRF-GCM-cps3	0.9442263841629028	0.7887500524520874	0.733012318611145	203.3082275390625	205.89193725585938	215.630859375	12.032267570495605	13.333922386169434	13.817390441894531	0.6196078431372549	0.6039215686274509	0.7843137254901961	1.0
9	WRF-GCM-cps4	0.9499405026435852	0.6909474730491638	0.8976925611495972	203.6204376220703	211.91229248046875	217.76004028320312	12.019591331481934	12.375995635986328	13.743422508239746	0.7372549019607844	0.7411764705882353	0.8627450980392157	1.0
10	WRF-GCM-cps6	0.9646060466766357	0.992443859577179	0.9910563230514526	203.51666259765625	205.99276733398438	209.0155792236328	12.053141593933105	13.279134750366211	14.704275131225586	0.8549019607843137	0.8549019607843137	0.9215686274509803	1.0
